,valence_9,ground_truth_9,text_9,valence_22,ground_truth_22,text_22
23,0.40294041487149934,1,"a delectable and intriguing thriller filled with surprises , read my lips is an original . ",0.2833849615791881,1,"a delectable and intriguing thriller filled with surprises , read my lips is an original . "
24,0.4617011497149253,1,seldom has a movie so closely matched the spirit of a man and his work . ,0.35358152491151423,1,seldom has a movie so closely matched the spirit of a man and his work . 
25,-0.33482685503048665,0,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ",-0.47618579189016735,0,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . "
26,-0.4957104859546058,0,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ",-0.1724662143129158,0,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . "
27,0.2946966954067938,1,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,0.36772013405003623,1,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . 
28,-0.3219178586604718,0,"it 's a cookie-cutter movie , a cut-and-paste job . ",-0.10129440335049851,0,"it 's a cookie-cutter movie , a cut-and-paste job . "
29,-0.5759465033200487,0,i had to look away - this was god awful . ,-0.2277194416165962,0,i had to look away - this was god awful . 
30,0.4318353786811825,1,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . ",0.6853381981251391,1,"thanks to scott 's charismatic roger and eisenberg 's sweet nephew , roger dodger is one of the most compelling variations on in the company of men . "
31,-0.30744157364454383,0,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",-0.3933827785830391,0,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . "
32,0.3643767740166922,1,"a gorgeous , witty , seductive movie . ",0.31177289635109817,1,"a gorgeous , witty , seductive movie . "
33,-0.3201157368956869,0,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . ",-0.3268439974584708,0,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . "
34,-0.2933807734983536,0,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ",-0.3490214185465237,0,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . "
35,-0.39452852202261673,0,a sequence of ridiculous shoot - 'em - up scenes . ,-0.3411979732146784,0,a sequence of ridiculous shoot - 'em - up scenes . 
36,0.3075041317359825,1,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ",0.49747389925100405,1,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . "
37,0.42397227099813384,0,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . ",-0.3942764784969946,0,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . "
38,0.4171723928030054,1,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . ",0.4868108068744033,1,"as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming . "
39,0.4487432362636361,1,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",0.4194795157991843,1,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . "
40,0.3117296362002074,1,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ",0.4686764369789649,1,"there 's ... tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . "
41,0.4853913758597932,1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ",0.579339600658565,1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . "
42,0.45642992806823823,1,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . ,0.41831871063493314,1,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . 
43,0.3997466938406516,1,holm ... embodies the character with an effortlessly regal charisma . ,0.3474259501068389,1,holm ... embodies the character with an effortlessly regal charisma . 
44,0.2923923276060034,0,"the title not only describes its main characters , but the lazy people behind the camera as well . ",-0.3529483297455592,0,"the title not only describes its main characters , but the lazy people behind the camera as well . "
45,-0.3214779739036942,0,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . ,-0.4314778186362718,0,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
46,-0.6640703587266201,0,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . ,-0.6664520382163193,0,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
47,0.45833901658186205,1,a subtle and well-crafted ( for the most part ) chiller . ,0.44199033328716464,1,a subtle and well-crafted ( for the most part ) chiller . 
48,0.40391432964513946,1,has a lot of the virtues of eastwood at his best . ,0.3016152240619818,1,has a lot of the virtues of eastwood at his best . 
49,-0.31313740207586654,0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,-0.5068194310184672,0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . 
50,-0.3376903038809393,0,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ",-0.41348042425477516,0,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . "
51,0.3785724548299338,1,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ",0.3230494203136402,1,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . "
52,0.3471491831966008,1,"mr. tsai is a very original artist in his medium , and what time is it there ? ",0.4046010848293403,1,"mr. tsai is a very original artist in his medium , and what time is it there ? "
53,0.368308044382277,1,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . ,0.23869360295841288,1,sade is an engaging look at the controversial eponymous and fiercely atheistic hero . 
54,-0.3310350995708034,0,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,-0.38686598738972194,0,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises 
55,0.4083379229617536,1,"a tender , heartfelt family drama . ",0.40751052667029664,1,"a tender , heartfelt family drama . "
56,-0.30264490658168397,0,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,-0.35335230279899277,0,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . 
57,-0.2998523204643163,0,the cold turkey would 've been a far better title . ,-0.3299650952573796,0,the cold turkey would 've been a far better title . 
58,-0.5221961103347668,0,manages to be both repulsively sadistic and mundane . ,-0.4883838954893771,0,manages to be both repulsively sadistic and mundane . 
59,-0.5077737750748744,0,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",-0.5549095645748576,0,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . "
60,0.34329436500930866,1,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . ",0.7161816795329276,1,"this is a story of two misfits who do n't stand a chance alone , but together they are magnificent . "
61,-0.4728459748335946,0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ",-0.020698239673181493,0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . "
62,-0.0857247191923535,1,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . ,0.2507097238454046,1,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . 
63,0.30330291308357216,1,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ",0.2862792671696253,1,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . "
64,0.3337939957327124,0,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",-0.43898557833221713,0,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . "
65,-0.30893097866590374,0,you wonder why enough was n't just a music video rather than a full-length movie . ,-0.1609638907891513,0,you wonder why enough was n't just a music video rather than a full-length movie . 
66,0.37596080538286425,1,"if you 're hard up for raunchy college humor , this is your ticket right here . ",-0.2688955851045564,1,"if you 're hard up for raunchy college humor , this is your ticket right here . "
67,0.288217625539138,1,"a fast , funny , highly enjoyable movie . ",0.32813729315002466,1,"a fast , funny , highly enjoyable movie . "
68,0.36001514533861967,1,good old-fashioned slash-and-hack is back ! ,0.5210284275727536,1,good old-fashioned slash-and-hack is back ! 
69,-0.5121292459332423,0,"this one is definitely one to skip , even for horror movie fanatics . ",-0.28824667737267795,0,"this one is definitely one to skip , even for horror movie fanatics . "
70,-0.34167598085103906,0,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . ",-0.32592155263080297,0,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
71,0.36870535620153405,1,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . ",0.3787872220158464,1,"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling . "
72,0.3224996123659409,1,uses high comedy to evoke surprising poignance . ,0.46170405003747156,1,uses high comedy to evoke surprising poignance . 
73,0.4519815826915607,1,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . ",-0.028901984903301536,1,"one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others . "
74,-0.4126638699208539,0,a string of rehashed sight gags based in insipid vulgarity . ,-0.6060422547008761,0,a string of rehashed sight gags based in insipid vulgarity . 
75,0.3216368608699734,1,among the year 's most intriguing explorations of alientation . ,0.3864990262706628,1,among the year 's most intriguing explorations of alientation . 
76,-0.430165539034228,0,the movie fails to live up to the sum of its parts . ,-0.4332679893504777,0,the movie fails to live up to the sum of its parts . 
77,0.3069406293749367,1,the son 's room is a triumph of gentility that earns its moments of pathos . ,0.4110897268059372,1,the son 's room is a triumph of gentility that earns its moments of pathos . 
78,0.3863240345998029,1,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . ",0.3055648789256321,1,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . "
79,-0.39477317796388206,0,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . ,-0.4827138998167135,0,this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs . 
80,0.39547018133924766,1,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . ,0.4080011795994506,1,the draw ( for `` big bad love '' ) is a solid performance by arliss howard . 
81,-0.08887347461208114,0,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . ",-0.3708999675694196,0,"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . "
82,-0.315462683259709,0,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . ,-0.2944147404196383,0,it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . 
83,0.5103199650388772,1,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . ",0.3960772977377613,1,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . "
84,0.3332564515739146,1,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . ",0.4127460639453739,1,"the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . "
85,0.35815689006781815,1,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . ,0.32910097314252074,1,the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . 
86,-0.477406323784985,0,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",-0.550536834033013,0,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . "
87,0.4770956190937229,1,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters ,0.5938397532010968,1,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 
88,0.39577841146321363,1,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,0.44663347022515043,1,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 
89,0.4345909301319883,1,"we know the plot 's a little crazy , but it held my interest from start to finish . ",0.5075411980323002,1,"we know the plot 's a little crazy , but it held my interest from start to finish . "
90,0.01671279601216656,1,"it 's a scattershot affair , but when it hits its mark it 's brilliant . ",0.29874052417774544,1,"it 's a scattershot affair , but when it hits its mark it 's brilliant . "
91,0.2941792609096314,1,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . ",0.383438165647581,1,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . "
92,0.31621111737362945,0,"you wo n't like roger , but you will quickly recognize him . ",0.41984728567727697,0,"you wo n't like roger , but you will quickly recognize him . "
93,-0.3393521197954376,1,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . ,-0.07742926920218829,1,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . 
94,0.41748483145741794,1,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . ",0.5343530384060846,1,"byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . "
95,0.533520959437462,0,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . ,0.3621686133839832,0,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
96,-0.5056350972523089,0,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",-0.5247240063898094,0,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . "
97,0.44794852063106294,1,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . ",0.32880402775547235,1,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . "
98,-0.3104805101425141,0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",-0.5190966330130492,0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . "
99,-0.3257915005291783,0,why make a documentary about these marginal historical figures ? ,-0.36995106079216644,0,why make a documentary about these marginal historical figures ? 
100,0.42403885886360326,1,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",0.35697089070726046,1,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . "
101,-0.29154694636594103,0,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",-0.3369365172925427,0,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . "
102,-0.42650744269223256,1,"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters ",-0.3562276590695472,1,"does paint some memorable images ... , but makhmalbaf keeps her distance from the characters "
103,0.33201210921838376,1,"a gripping movie , played with performances that are all understated and touching . ",0.4085921217642246,1,"a gripping movie , played with performances that are all understated and touching . "
104,0.43772378082862257,1,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ",0.42268641768913445,1,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . "
105,-0.42404986034518993,0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ",-0.28499178085887356,0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . "
106,0.2894144037400897,1,the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . ,0.5161557551033874,1,the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . 
107,-0.34545126301231327,0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,-0.29246851825251724,0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . 
108,-0.5050956521180506,0,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . ",-0.40454903807087444,0,"too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . "
109,0.35936260516452423,1,it 's great escapist fun that recreates a place and time that will never happen again . ,0.40339114701159356,1,it 's great escapist fun that recreates a place and time that will never happen again . 
110,-0.33012654246491485,0,"scores no points for originality , wit , or intelligence . ",-0.3881092251025907,0,"scores no points for originality , wit , or intelligence . "
111,-0.4687535421602493,0,"there is n't nearly enough fun here , despite the presence of some appealing ingredients . ",-0.48545967399235423,0,"there is n't nearly enough fun here , despite the presence of some appealing ingredients . "
112,-0.43584170496218033,1,hilariously inept and ridiculous . ,-0.4081410046304773,1,hilariously inept and ridiculous . 
113,-0.3259261424642815,0,this movie is maddening . ,-0.13477949951092996,0,this movie is maddening . 
114,0.28147573011868354,1,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . ",0.49638395120485246,1,"it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . "
115,0.37254686017352573,0,sam mendes has become valedictorian at the school for soft landings and easy ways out . ,-0.44340904499353145,0,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
116,0.35140652128040634,1,one of the smartest takes on singles culture i 've seen in a long time . ,0.3102899959029177,1,one of the smartest takes on singles culture i 've seen in a long time . 
117,0.2893565168312593,1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ",0.5518468936512281,1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . "
118,-0.4538306090243603,0,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . ,-0.3158655832741049,0,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
119,-0.48618597552660875,0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,-0.3967307945458801,0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . 
120,0.32986856736969944,1,"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . ",0.39330897238459234,1,"warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . "
121,0.37663560936931656,0,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,0.3653092995886447,0,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
122,0.3605217037681497,1,old-form moviemaking at its best . ,-0.30971293886703505,1,old-form moviemaking at its best . 
123,0.3842590366874729,1,turns potentially forgettable formula into something strangely diverting . ,0.4316158437847443,1,turns potentially forgettable formula into something strangely diverting . 
124,0.4375382670899405,1,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ",0.5175198175274837,1,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . "
125,0.35949994789227957,1,a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . ,0.2940773587594399,1,a movie that reminds us of just how exciting and satisfying the fantasy cinema can be when it 's approached with imagination and flair . 
126,-0.13822075863567537,0,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . ,-0.483563703388353,0,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . 
127,-0.30975846097467435,0,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . ",-0.31407425989478494,0,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . "
128,0.44941649370074715,1,montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . ,0.4934737760524748,1,montias ... pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters . 
129,0.46773671110273435,1,"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . ",0.5575005060562425,1,"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot . "
130,-0.2984617815189625,0,suffers from the lack of a compelling or comprehensible narrative . ,-0.3723482312187684,0,suffers from the lack of a compelling or comprehensible narrative . 
131,-0.3793334420565979,0,"in execution , this clever idea is far less funny than the original , killers from space . ",-0.6184963971048838,0,"in execution , this clever idea is far less funny than the original , killers from space . "
132,0.36603898032642584,1,scooby dooby doo / and shaggy too / you both look and sound great . ,0.3732766069386044,1,scooby dooby doo / and shaggy too / you both look and sound great . 
133,-0.3829360120119886,0,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",-0.26517679032316965,0,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . "
134,-0.3340173950909138,0,it all drags on so interminably it 's like watching a miserable relationship unfold in real time . ,-0.26751040039387725,0,it all drags on so interminably it 's like watching a miserable relationship unfold in real time . 
135,0.30656134337437185,0,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",0.524940369021478,0,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . "
136,-0.37175811224686695,0,looks and feels like a project better suited for the small screen . ,-0.33209413936208626,0,looks and feels like a project better suited for the small screen . 
137,-0.37423595217026934,0,"forced , familiar and thoroughly condescending . ",-0.4845377341829357,0,"forced , familiar and thoroughly condescending . "
138,0.33467621230837136,1,that is a compliment to kuras and miller . ,0.6450445975363547,1,that is a compliment to kuras and miller . 
139,0.5763781130082382,0,it 's not the ultimate depression-era gangster movie . ,-0.42281234299398396,0,it 's not the ultimate depression-era gangster movie . 
140,0.30171485928938196,0,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,-0.43120625082372954,0,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . 
141,-0.44627367003614055,0,the character of zigzag is not sufficiently developed to support a film constructed around him . ,-0.28244426908935033,0,the character of zigzag is not sufficiently developed to support a film constructed around him . 
142,-0.3161348132354376,1,what better message than ` love thyself ' could young women of any size receive ? ,-0.21188243781971855,1,what better message than ` love thyself ' could young women of any size receive ? 
143,0.5320276008453024,1,a solid film ... but more conscientious than it is truly stirring . ,0.3145035230654159,1,a solid film ... but more conscientious than it is truly stirring . 
144,-0.360391152216452,0,"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ",-0.45454773611911004,0,"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . "
145,0.47793585310242565,0,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0.5686896081940025,0,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . 
